    0.000000      -22.295381
    0.077612      -22.278928
    0.155225      -22.229595
    0.232837      -22.147437
    0.310449      -22.032537
    0.388061      -21.885020
    0.465674      -21.705050
    0.543286      -21.492864
    0.620898      -21.248669
    0.698511      -20.972833
    0.776123      -20.665784
    0.853735      -20.327990
    0.931348      -19.960127
    1.008960      -19.563096
    1.086572      -19.138161
    1.164184      -18.687484
    1.241797      -18.215108
    1.319409      -17.731115
    1.397021      -17.271597
    1.474634      -17.019969
    1.474634      -17.019969
    1.519443      -17.015282
    1.564253      -17.001202
    1.609062      -16.977743
    1.653872      -16.944910
    1.698681      -16.902699
    1.743491      -16.851117
    1.788300      -16.790163
    1.833110      -16.719857
    1.877919      -16.640235
    1.922728      -16.551274
    1.967538      -16.452998
    2.012347      -16.345422
    2.057157      -16.228584
    2.101966      -16.102474
    2.146776      -15.967143
    2.191585      -15.822609
    2.236395      -15.668920
    2.281204      -15.506099
    2.326014      -15.334230
    2.326014      -15.334230
    2.415633      -15.788309
    2.505252      -16.356578
    2.594871      -16.957124
    2.684490      -17.554662
    2.774109      -18.133138
    2.863728      -18.684191
    2.953347      -19.202858
    3.042966      -19.685987
    3.132584      -20.131338
    3.222203      -20.537395
    3.311822      -20.902967
    3.401441      -21.227145
    3.491060      -21.509231
    3.580679      -21.748664
    3.670298      -21.945090
    3.759917      -22.098189
    3.849536      -22.207681
    3.939155      -22.273444
    4.028774      -22.295381

    0.000000      -10.388536
    0.077612      -10.368863
    0.155225      -10.309891
    0.232837      -10.211769
    0.310449      -10.074748
    0.388061       -9.899205
    0.465674       -9.685655
    0.543286       -9.434797
    0.620898       -9.147554
    0.698511       -9.808207
    0.776123      -10.503804
    0.853735      -11.204909
    0.931348      -11.904829
    1.008960      -12.597827
    1.086572      -13.278791
    1.164184      -13.942622
    1.241797      -14.582983
    1.319409      -15.188117
    1.397021      -15.720739
    1.474634      -15.996789
    1.474634      -15.996789
    1.519443      -15.992110
    1.564253      -15.978092
    1.609062      -15.954809
    1.653872      -15.922393
    1.698681      -15.881012
    1.743491      -15.830935
    1.788300      -15.772524
    1.833110      -15.706293
    1.877919      -15.632944
    1.922728      -15.553468
    1.967538      -15.469320
    2.012347      -15.382652
    2.057157      -15.296782
    2.101966      -15.216938
    2.146776      -15.151468
    2.191585      -15.113364
    2.236395      -15.120647
    2.281204      -15.191693
    2.326014      -15.334198
    2.326014      -15.334198
    2.415633      -14.963421
    2.505252      -14.557052
    2.594871      -14.115744
    2.684490      -13.640401
    2.774109      -13.132156
    2.863728      -12.592469
    2.953347      -12.023322
    3.042966      -11.427252
    3.132584      -10.807700
    3.222203      -10.169279
    3.311822       -9.518182
    3.401441       -9.121349
    3.491060       -9.453744
    3.580679       -9.737229
    3.670298       -9.970613
    3.759917      -10.152991
    3.849536      -10.283705
    3.939155      -10.362307
    4.028774      -10.388536

    0.000000       -5.749428
    0.077612       -5.817710
    0.155225       -6.018196
    0.232837       -6.338773
    0.310449       -6.762450
    0.388061       -7.270419
    0.465674       -7.844310
    0.543286       -8.467638
    0.620898       -9.126218
    0.698511       -8.825162
    0.776123       -8.469286
    0.853735       -8.150490
    0.931348       -8.375132
    1.008960       -8.574838
    1.086572       -8.747229
    1.164184       -8.890474
    1.241797       -9.003195
    1.319409       -9.084386
    1.397021       -9.133362
    1.474634       -9.149730
    1.474634       -9.149730
    1.519443       -9.174499
    1.564253       -9.247999
    1.609062       -9.367904
    1.653872       -9.530633
    1.698681       -9.731697
    1.743491       -9.966071
    1.788300      -10.228509
    1.833110      -10.513770
    1.877919      -10.816735
    1.922728      -11.132406
    1.967538      -11.455786
    2.012347      -11.781619
    2.057157      -12.103920
    2.101966      -12.415176
    2.146776      -12.705096
    2.191585      -12.959047
    2.236395      -13.157645
    2.281204      -13.281363
    2.326014      -13.321554
    2.326014      -13.321554
    2.415633      -13.193776
    2.505252      -12.896227
    2.594871      -12.508259
    2.684490      -12.064232
    2.774109      -11.580622
    2.863728      -11.067481
    2.953347      -10.532620
    3.042966       -9.983357
    3.132584       -9.427319
    3.222203       -8.872888
    3.311822       -8.741593
    3.401441       -8.862905
    3.491060       -8.215029
    3.580679       -7.590354
    3.670298       -7.010229
    3.759917       -6.502410
    3.849536       -6.100518
    3.939155       -5.839995
    4.028774       -5.749428

    0.000000       -5.749403
    0.077612       -5.785679
    0.155225       -5.891331
    0.232837       -6.057682
    0.310449       -6.272552
    0.388061       -6.522571
    0.465674       -6.794814
    0.543286       -7.077838
    0.620898       -7.362008
    0.698511       -7.639478
    0.776123       -7.903970
    0.853735       -8.082222
    0.931348       -7.667232
    1.008960       -7.229121
    1.086572       -6.775280
    1.164184       -6.317684
    1.241797       -5.876539
    1.319409       -5.486643
    1.397021       -5.204227
    1.474634       -5.098288
    1.474634       -5.098288
    1.519443       -5.091606
    1.564253       -5.071565
    1.609062       -5.038176
    1.653872       -4.991454
    1.698681       -4.931405
    1.743491       -4.858090
    1.788300       -4.771526
    1.833110       -4.671755
    1.877919       -4.558844
    1.922728       -4.432841
    1.967538       -4.293825
    2.012347       -4.141857
    2.057157       -3.977035
    2.101966       -3.799451
    2.146776       -3.609221
    2.191585       -3.406462
    2.236395       -3.191293
    2.281204       -2.963892
    2.326014       -2.724426
    2.326014       -2.724426
    2.415633       -3.245315
    2.505252       -3.814039
    2.594871       -4.412093
    2.684490       -5.022582
    2.774109       -5.631140
    2.863728       -6.226164
    2.953347       -6.798537
    3.042966       -7.341169
    3.132584       -7.848569
    3.222203       -8.316478
    3.311822       -8.329455
    3.401441       -7.807547
    3.491060       -7.318734
    3.580679       -6.875393
    3.670298       -6.490206
    3.759917       -6.175392
    3.849536       -5.941793
    3.939155       -5.797974
    4.028774       -5.749403

    0.000000        0.522825
    0.077612        0.545139
    0.155225        0.612087
    0.232837        0.723682
    0.310449        0.879930
    0.388061        1.080807
    0.465674        1.326265
    0.543286        1.616214
    0.620898        1.950523
    0.698511        2.328998
    0.776123        2.751337
    0.853735        3.217009
    0.931348        2.697017
    1.008960        1.968947
    1.086572        1.257095
    1.164184        0.580931
    1.241797       -0.034589
    1.319409       -0.551297
    1.397021       -0.910693
    1.474634       -1.042417
    1.474634       -1.042417
    1.519443       -1.043922
    1.564253       -1.048594
    1.609062       -1.056832
    1.653872       -1.069297
    1.698681       -1.086923
    1.743491       -1.110903
